,퀘스트지상주의,장씨세가 호위무사,호랑신랑뎐,소녀의 세계,백수세끼,신화급 귀속 아이템을 손에 넣었다,앵무살수,팔이피플,버림받은 왕녀의 은밀한 침실,잔불의 기사,불청객,절대검감,똑 닮은 딸,리턴 투 플레이어,"아, 쫌 참으세요 영주님!",히어로메이커,메리의 불타는 행복회로,꼬리잡기,물어보는 사이,이별 후 사내 결혼,더블클릭,순정말고 순종,결혼생활 그림일기,아슈타르테,황제와의 하룻밤,북부 공작님을 유혹하겠습니다,신군,파운더,꿈의 기업,오빠집이 비어서,미니어처 생활백서,우산 없는 애,제왕: 빛과 그림자,다시쓰는 연애사,굿바이 유교보이,오늘의 비너스,칼가는 소녀,하루의 하루,세번째 로망스,"또다시, 계약 부부",레지나레나 - 용서받지 못한 그대에게,버그이터,원작은 완결난 지 한참 됐습니다만,찌질하지만 로맨스는 하고 싶어,사랑의 헌옷수거함,말박왕,루크 비셸 따라잡기,아마도,최후의 금빛아이,모스크바의 여명,백호랑,경비실에서 안내방송 드립니다,입술이 예쁜 남자,달로 만든 아이,싸이코 리벤지,그림자 신부,파견체,왕따협상,매지컬 급식:암살법사,나만의 고막남친,모락모락 왕세자님,지옥연애환담,모노마니아,악녀 18세 공략기,흔들리는 세계로부터,역주행!,디나운스,사막에 핀 달,결혼공략,헬로맨스,슈퍼스타 천대리,오로지 오로라,남주서치,기사님을 지켜줘,별을 쫓는 소년들,김부장,여신강림,대학원 탈출일지,마루는 강쥐,1을 줄게,내가 키운 S급들,멸망 이후의 세계,시체기사 군터,용사가 돌아왔다,중증외상센터 : 골든 아워,삼국지톡,악몽의 형상,랜덤채팅의 그녀!,집이 없어,천마는 평범하게 살 수 없다,하북팽가 막내아들,초인의 게임,호랑이 들어와요,원주민 공포만화,여우자매,에이머,왕게임,윌유메리미,덴큐,올가미
레지나레나 - 용서받지 못한 그대에게,8871.028678624272,1335.7711436429547,2397.426155790984,6966.708729478518,3056.8593094698026,10213.174294457138,18799.932897386727,12012.130166461186,2849.0581928491533,1981.9385659833288,5071.030836623343,5798.3805394430565,11681.085292807287,1703.843603401658,5460.4357662607335,5532.645359012309,3011.6835831465664,4976.8818673662745,10433.62731340346,6318.819771679691,9721.249191514977,5838.09153263908,7013.397517377564,8165.867921319197,2938.221835186844,9925.735202937396,11989.499313520986,2215.632233441572,10813.344207460616,1356.2249324005263,8207.73790389099,4105.0674580431205,2452.661460986648,2561.1571479870368,2719.6829527791274,1408.5009963476134,20039.557168981457,3330.2722957826613,10011.929440648266,7368.263819701132,0.0,7417.015927226775,1684.0794458137907,4787.595472779974,4362.376048253668,10042.211171645751,5044.143979213014,4931.84278365069,3960.7926091465424,5469.341341607893,5965.971218806838,16786.795232726385,11743.164919526169,10760.420413263651,3808.198734544467,10510.932109799063,3357.303787441268,1025.7014159268742,15759.250345170703,5065.485999544384,6456.8202356065885,5223.008885855679,6181.24064182876,8311.43854780985,2095.253931043198,2787.1768824595133,5093.939939210267,4189.501613539043,5422.877557007286,10450.34885836554,10364.046497560836,1962.3706265222256,2584.899903909641,1963.16165395726,2136.790871805091,837.4897339965501,9109.339222698118,8145.554043439551,5616.595147341863,7556.207516202866,1623.094308433403,23647.39119933754,8812.895197265181,2601.38722878778,6264.177564788208,12047.153398215234,17841.115365595837,14191.206415120616,7031.547157858201,6414.470970009528,7639.004880294661,4017.141676898266,1269.0385382100724,4062.33999722523,4633.497415378402,13916.673536746544,6372.591907490724,16753.396554315277,4263.794098930141,5077.064434165352
버그이터,15604.088595900064,8133.096539483399,9120.44010589176,13503.018313172282,9853.304263654334,16949.415063028904,11564.632233130393,5574.759472971174,4572.548440752307,7777.882469521684,11287.803657268283,2356.1855933717466,5574.092425906435,6943.540983878653,12373.771077257485,12008.42114200119,4411.434120271333,11323.84169015108,4621.598848334023,12911.501365978647,3677.615167026157,12851.449702099058,2220.804138184976,1988.3157577834904,9499.137480634625,3954.0971174882857,5200.154843780048,8449.335719219103,4875.4009948652,6714.29414728008,14789.000943609331,10718.876751629952,9408.696277922769,8172.662798435049,8283.903792096657,6032.345792506321,26735.807710997506,10039.509166044138,3092.9384598309,1609.062668548538,7417.015927226775,0.0,8220.400867278964,3212.540388916554,10836.812234223744,16500.208733248863,2657.964894379821,2552.406211228973,3469.361465599616,12171.163416339528,1533.298120437412,23586.645779552808,18351.722458565106,4236.292544000884,10324.888079119157,16726.60264279507,4166.232784496532,7382.447683967415,22536.68037307859,2444.693156363689,1655.2085682186214,11684.180122651424,13007.367454041563,2363.2849855518966,5439.111562335751,4717.604406436015,11971.684562441473,10907.846460494597,2013.1643947216355,3988.8463680913455,16904.07002255948,5470.53528319608,5328.495582661902,5472.8895608235935,5315.781492937897,7671.567843831422,2984.829532789224,3002.1441755026203,2435.63398800404,14145.068449794288,7472.265716957996,16923.736148243643,2630.734102320069,9541.416413812938,12954.011959534617,18506.88995510343,24696.014423102257,21082.10654107461,2074.598683905096,13012.217844166056,14672.648673671092,10970.76597757561,7656.229369766199,4752.567649014179,11039.364778292596,20755.012508669985,1929.4905786496813,23586.23872431228,9573.957247125843,3822.629259951815
원작은 완결난 지 한참 됐습니다만,7526.677715443653,374.3658925637208,910.1667225305632,5515.319958840398,1650.3031138995177,8880.83834058666,19763.796009617006,13201.735702870265,3883.246177801893,697.5769136805634,3476.8588422802995,6961.2256199774665,12929.729526002346,1309.9579752840982,4183.670534180415,4030.621682942767,4038.50778958811,3416.4234224029524,11701.338165703217,4879.451694395535,10926.808998973249,4640.688128686505,8204.379713357435,9267.149976892531,1376.8783537435995,11150.817184061254,13093.873061178168,538.133984289764,12071.198145570706,1517.7697649766833,6790.816014238717,2621.5077294574485,1199.1258826512435,1031.4191620248048,1160.4548948952988,2433.1146023340816,18729.31446753356,1871.9002000072587,11044.98344483653,8456.077315435758,1684.0794458137907,8220.400867278964,0.0,6023.241158439203,2826.715543114896,8599.385739914984,6149.545926998447,5921.779962632691,4798.602357691172,4065.058926727621,6899.902328198842,15512.585845138396,10367.188225215566,11906.020981725616,2268.9566100914026,9001.688285343216,4060.510052903524,927.9899918837676,14471.793635320108,6067.120358040283,7531.103943142705,3707.9313523204646,4856.980042576987,9460.798566586309,3419.9905614519125,3531.728685583064,3787.706818244925,2764.404656525133,6330.947659652073,11601.402593618115,8952.520012821975,2929.377725401979,2913.122445345723,2918.840662700097,3025.202044959853,863.767742865518,10275.509988864029,9403.16562712808,6775.147995062223,6134.214945195425,780.7495813769019,24842.203797598835,9954.381517928352,1324.6868115018117,4868.025813322457,10620.335239449209,16595.646351821764,12954.30944744114,8199.304392416661,4978.924472387973,6466.982550761569,2755.777699630177,596.1036381055563,5569.663066393967,3081.8478695510544,12651.808674600055,7496.88250919599,15494.578242908416,2594.6006772054648,6479.410249788012
찌질하지만 로맨스는 하고 싶어,13542.929668467585,5822.562991233071,6921.002474145384,11536.083569265858,7653.640558007333,14895.847882190134,14073.12735313304,7227.020966996481,2172.6408863671923,5796.874447285677,9432.752456176151,1043.4211950127876,6917.573438302387,4946.862745847698,10163.896497546351,10044.08296574044,2034.0218865150136,9405.632596961494,5681.49532092204,10902.318731272188,4937.400398381693,10579.490818122043,2226.174434121648,3409.5865626609034,7396.955879243337,5148.402456568418,7210.919897172133,6400.182607601447,6054.627192602616,4555.252175065418,12813.845566122374,8644.451651248264,7109.122022434906,6334.175641167702,6481.513952909418,3594.87434582693,24744.169426249544,7891.536212470418,5284.96462661122,2639.0692615773964,4787.595472779974,3212.540388916554,6023.241158439203,0.0,8837.424069315808,14617.0808237517,619.7837981553497,1051.3118521807871,1790.048495757833,10085.90894359646,1725.8339346574485,21513.674624001,16390.08162870133,5974.339452846677,8284.426321985069,14986.073868155943,2441.982703388328,5099.173881928617,20477.478580426643,1030.6257008786197,1789.0584866244392,9718.818869931922,10860.754759053829,3529.4282637847327,2693.501074925842,2721.1510982907344,9778.562568149517,8784.063664161049,1499.8354756310737,5663.840726255146,14975.037034818166,3101.108057872805,3590.690214423922,3113.38077749496,3033.4989637183253,5284.495445542557,4322.325033369762,3383.1023652113654,878.6239756194428,12157.264499027951,5402.241550397441,18868.239513387827,4031.458458857838,7255.226914393639,10889.345499943262,16639.58691465443,22584.08592314331,18935.74656452298,2249.727292503512,11001.925258515996,12397.20651170314,8714.156903082167,5427.241764978675,1551.8299868795198,9081.665621106518,18646.83303274647,1637.4493990315818,21488.882115876186,8024.88174054007,963.7610643500972
사랑의 헌옷수거함,4771.5872208872215,3082.8908724402395,1972.351231261214,2703.868881892259,1331.313811170152,6122.148416644371,22400.39285919971,15978.209071751256,6679.906206076324,3087.897530184462,772.5579809258313,9753.662926235807,15727.332407460352,3946.781933310803,1704.1397063595286,1206.6638246762168,6830.508728692746,620.9623538440596,14506.52799393827,2084.406777273416,13715.023524309192,2246.916239736838,10997.994241687138,12023.723435527105,1451.878750068,13944.749834405478,15833.803553337006,2444.728470296315,14873.027248877168,4288.661485240353,3989.508982318105,332.4564126810708,1950.7765595148337,2666.690029080782,2565.799031611491,5256.989878592787,15953.2694633042,1045.320767899261,13759.489078771938,11212.67559509253,4362.376048253668,10836.812234223744,2826.715543114896,8837.424069315808,0.0,5779.796316055073,8932.016945653264,8668.452997635815,7511.937296879434,1349.7276095469854,9607.54384653872,12765.37724108002,7572.039976040985,14668.590186017616,559.4253668194572,6177.164430765969,6748.353050709327,3754.400402569935,11718.4302130673,8815.869298425281,10289.966192780676,881.858192881763,2207.62187293945,12234.850170058506,6245.569966337469,6261.468296128903,1328.1786318763284,494.3457204181655,9036.745300454231,14367.284043234467,6144.057418332826,5736.61558991619,5527.390384208412,5724.689119915235,5815.764442291461,3639.902016031293,13052.161188740503,12210.485331522452,9567.644904697729,3335.133809111664,3450.1954014985577,27604.51715829136,12723.165233313404,1811.0451125239367,2117.5548179878406,7802.67463345338,13865.996126366766,10245.481713850097,10985.93054515089,2185.205322393259,3946.726083662974,1046.6672661166815,3418.539260813121,8377.280034210293,278.06794818728685,9921.959070245402,10273.800083187578,12758.35494782506,1879.3543350016607,9305.656579355613
말박왕,1446.0148715163534,8830.44577514157,7716.735364802618,3085.676316239156,7003.29136108969,1116.3227757498298,28026.85068305266,21742.759155342887,12458.782374772583,8849.97599539231,5228.048643172828,15529.810742361986,21503.131443936625,9710.512042017455,4648.382088414725,4573.158949296421,12608.531161707631,5224.113525779538,20285.115413252235,3728.633862181025,19487.338322811287,4413.042836517694,16773.871715394595,17780.398636149148,7222.809137339172,19719.532745379,21572.848197340787,8221.669382415139,20650.571352508872,10067.309172406804,1840.1817216283955,5980.588447080337,7592.156469925494,8371.709135778043,8245.41946003606,11032.443968492837,10237.372194650789,6746.735661235081,19483.378131778383,16970.780975841484,10042.211171645751,16500.208733248863,8599.385739914984,14617.0808237517,5779.796316055073,0.0,14705.49355152256,14427.395411485297,13260.257841180606,4572.948319060131,15341.823626006792,7146.679713234775,1885.5338530270424,20425.40347408933,6333.039843986416,894.3953350389968,12490.773477146702,9527.032036792096,6096.187624365198,14575.361775748705,16051.023991940448,4898.897083191171,3911.597938451546,18001.11033910237,12007.981569852544,12023.40643561448,4976.349205273569,5862.983962487471,14772.790067817956,20126.561588858272,473.228521198758,11516.39993598753,11255.952208401985,11504.485435259114,11594.390724717903,9384.548077860922,18819.03629721106,17989.77091285256,15343.920520446563,2486.483693594057,9225.572254458177,33352.146414694194,18486.000066381097,7443.1334775336945,3780.2980493577024,2023.3905138675427,8284.215870141243,4831.6590145743885,16759.182161349247,3631.215075652973,3086.490250672145,6043.7150718063895,9193.975398766404,14100.850251364567,5539.460442752881,4437.586153358538,16043.581450287094,7173.085464887792,6955.168837052572,15066.961247646575
루크 비셸 따라잡기,13674.138777579576,5981.64805084071,7057.329251710242,11635.881721081843,7796.124755172878,15028.522875186332,13757.606445290665,7052.393226717305,2268.8800470269903,5856.573470450946,9493.004429096509,833.7682820211996,6798.13755006246,4996.726661256255,10323.794218546847,10136.372406738825,2111.565744795025,9482.174182229004,5589.410928585887,11010.57138637266,4783.011937069956,10758.780249390253,2070.9932633463773,3132.8575415893665,7509.243804954764,5014.09725342068,6965.032274355251,6487.297856734092,5949.227867087924,4646.936428862216,12920.394711683408,8758.310402354437,7277.171022696915,6361.780375496064,6501.36018904744,3760.181761150804,24875.3267386076,8020.856020290071,4967.786672424568,2327.9441985545955,5044.143979213014,2657.964894379821,6149.545926998447,619.7837981553497,8932.016945653264,14705.49355152256,0.0,510.32024916394136,1559.9370650195467,10210.85624046578,1137.6653736196397,21662.12788250487,16502.386536243106,5759.9489260014425,8386.426524297716,15040.367084382184,2304.706868758956,5240.041994435352,20621.169874328363,440.1531886624655,1412.6872701482162,9809.624275104612,11005.94966358956,3311.6002951276773,2963.334338598677,2695.575256231321,9931.959297171155,8912.555756625343,882.5684027328055,5453.913619961067,15075.91629567058,3226.9583802768434,3525.7622814348138,3235.9271526408224,3124.5667669803547,5461.848295606918,4125.974786910787,3310.337893570342,652.2152688023549,12264.8574746495,5481.865331850887,18693.219415160824,3806.829770591783,7420.36729780848,11012.356810536954,16728.78978029475,22743.69994674273,19100.017904309963,2053.9495393210404,11110.902720321386,12583.56528329481,8880.229817067458,5555.659192185641,2155.808306634886,9166.64377041139,18800.69292678401,1348.06913558286,21643.57471021197,7997.435798354024,1520.8406210054918
아마도,13428.121168587964,5780.376975038551,6831.9453221615495,11369.979541766725,7572.083076187947,14782.017862873696,13887.82722904596,7315.635109109469,2091.7778236442737,5581.827849815066,9203.700864484912,1238.1719820999972,7101.048924423163,4721.868562542063,10105.293644994335,9868.047712846635,1928.7479832960605,9204.249896078109,5916.231574958818,10751.913171245946,5074.791235900722,10554.438178100252,2412.381727992869,3355.2810176045377,7263.684211156383,5317.563857524516,7173.456092772366,6228.330413267037,6265.506779289592,4406.277513991263,12657.35814854514,8509.316645683582,7075.28779870016,6061.60112582369,6195.18041167047,3590.0850523282693,24621.478742054165,7785.936408774715,5127.803241717451,2544.3964119251327,4931.84278365069,2552.406211228973,5921.779962632691,1051.3118521807871,8668.452997635815,14427.395411485297,510.32024916394136,0.0,1180.2199929451713,9966.150521120013,1040.8441089972914,21422.51767604356,16239.59201275256,6000.339914902601,8129.953842202274,14738.491171991012,1951.1124878149,5030.652046166937,20378.552578075767,148.27165101100442,1623.76102854897,9541.002389048384,10774.711913295516,3576.9264329207144,2901.250710885591,2406.9896120075387,9709.403638740236,8673.955657386636,561.6322775633058,5699.8991948659095,14806.255656720465,3037.292599111823,3190.4729467929874,3043.4217439973654,2910.43830493276,5279.253323943874,4394.816802242441,3670.371105576126,1078.887493434386,12003.540417789573,5224.24345127714,18936.320924923257,4058.7741440791024,7215.518127642724,10764.503849698383,16449.38948849838,22511.99256730927,18873.904500011773,2370.0877613270804,10852.577603483236,12381.413752842476,8670.479968389409,5333.893064519949,2488.829495776356,8895.525464096936,18566.84866456832,1641.080122850669,21408.67440558805,7654.581227758302,2000.6319008543808
최후의 금빛아이,12278.471427455985,4683.900696969216,5707.095428411437,10209.937026908136,6446.063939540352,13631.386347638923,14969.349247100448,8486.975193816827,1161.5564221627326,4424.138319597812,8033.922247098952,2381.6834076188848,8280.472551897825,3567.127762809949,8978.680447085388,8707.722629600528,1015.6538709392674,8039.533521302156,7096.162269144286,9596.32827886899,6253.621561958812,9439.158952159363,3587.79704324709,4520.780246439645,6121.403276608891,6497.3942889070295,8321.866287824647,5079.134780829171,7445.720423113628,3281.3157018873453,11498.164452878083,7362.254357074708,5971.269264451504,4890.100242101684,5021.322971914199,2565.5308363455465,23464.20052774113,6650.5142323211085,6253.56369813549,3712.5055724991,3960.7926091465424,3469.361465599616,4798.602357691172,1790.048495757833,7511.937296879434,13260.257841180606,1559.9370650195467,1180.2199929451713,0.0,8820.097734993844,2102.4981153849467,20274.071189949893,15079.21058572923,7165.307421852246,6978.514640867837,13562.936920115551,772.1824507941741,3931.4879063706426,19228.48734749676,1328.0877942773568,2798.264820491924,8380.780768251156,9637.30036075843,4753.101859250787,2107.074075995387,1267.088750369986,8580.116543772938,7533.997313781562,1532.6100508914074,6867.340851540525,13642.86491012866,2004.0011012408936,2012.26468422734,2005.56646675432,1846.4348483508595,4207.859472330206,5570.441923472057,4843.130780083648,2206.637661084373,10845.626146028528,4079.58669834598,20095.26012588172,5230.97519268559,6108.054384808373,9615.566233073445,15281.243791452634,21368.386173394032,17735.12787340198,3549.2691735799035,9697.111883497775,11265.58367668608,7554.072152196417,4219.725531666359,2673.5433020960527,7734.535233815314,17422.8865406481,2820.718137587814,20263.22867019323,6474.404457205881,2692.2696186255994
모스크바의 여명,3463.4303863391297,4272.009024525959,3165.217319942672,1506.1542570458162,2438.4512081387,4817.820970150867,23735.78708067734,17263.001817210014,7947.209704347461,4401.886591021755,1241.2412473137929,11025.402959872325,16994.788451507407,5253.808647558783,598.4447820219291,544.7039860195206,8101.434691102377,1047.498452151192,15765.732730833814,858.5701283865019,14990.8079059559,1075.7366992758784,12268.948166783211,13319.122808680548,2702.9982165459965,15215.659274317562,17138.371599894843,3740.9821232789695,16136.070820978452,5565.302044152595,2741.533294341798,1457.8621340376335,3019.6356654703163,4009.720245983044,3913.198932266218,6491.643374466523,14664.943365890673,2194.392473524243,15073.033749934388,12507.676028346268,5469.341341607893,12171.163416339528,4065.058926727621,10085.90894359646,1349.7276095469854,4572.948319060131,10210.85624046578,9966.150521120013,8820.097734993844,0.0,10920.407377578687,11456.369504070975,6305.3163423359565,15961.691001327645,1846.7256262422543,5069.872852674735,8061.934628152326,4986.767449910975,10412.838813551723,10112.818178323869,11583.30911909488,676.6152322924003,860.8162911632558,13520.45624291038,7449.08413985115,7561.47765223576,554.9026256150835,1301.9173368852244,10349.51745417402,15658.423904322137,4902.894172195878,6994.40550220579,6851.299840073881,6983.777806369651,7086.708819838205,4822.334830313683,14336.29621023421,13467.34403159426,10839.295887861314,2087.708441266461,4742.428321637334,28899.406461093386,14012.146550597492,2870.598783911429,803.5047944446353,6581.8503619836765,12548.28883093191,8917.775848374324,12262.515044771171,949.9720709882944,2610.9962238305093,1497.8603831605026,4660.978129393766,9528.25709292444,1202.729330882969,8602.788806726783,11556.89304227895,11443.453799053985,3085.331777154131,10503.858630446084
